,word,frequency,,,gpt,,word model,,,Word,Real Reviews,GPT,Word Model,Char Model
1407,getting,1,,,,,,,,,,,,
1408,earlier,1,,,,,,,,,,,,
1409,groups,1,,,,,,,,,,,,
1410,5pm,1,,,,,,,,,,,,
1411,barely,1,,,,,,,,,,,,
1412,sustainable,1,,,,,,,,,,,,
1413,mention,1,,,,,,,,,,,,
1414,extraordinary,1,,,,,,,,,,,,
1415,pleasantly,1,,,,,,,,,,,,
1416,surprised,1,,,,,,,,,,,,
1417,hotels,1,,,,,,,,,,,,
1418,solid,1,,,,,,,,,,,,
1419,terrific,1,,,,,,,,,,,,
1420,microbrews,1,,,,,,,,,,,,
1421,hash,1,,,,,,,,,,,,
1422,browns,1,,,,,,,,,,,,
1423,wow,1,,,,,,,,,,,,
1424,sums,1,,,,,,,,,,,,
1425,interactions,1,,,,,,,,,,,,
1426,planned,1,,,,,,,,,,,,
1427,guest,1,,,,,,,,,,,,
1428,list,1,,,,,,,,,,,,
1429,increased,1,,,,,,,,,,,,
1430,decided,1,,,,,,,,,,,,
1431,notice,1,,,,,,,,,,,,
1432,stepped,1,,,,,,,,,,,,
1433,tier,1,,,,,,,,,,,,
1434,lemon,1,,,,,,,,,,,,
1435,decorations,1,,,,,,,,,,,,
1436,happen,1,,,,,,,,,,,,
1437,beautifully,1,,,,,,,,,,,,
1438,vegan,1,,,,,,,,,,,,
1439,cupcakes,1,,,,,,,,,,,,
1440,attaching,1,,,,,,,,,,,,
1441,picture,1,,,,,,,,,,,,
1442,department,1,,,,,,,,,,,,
1443,anniversary,1,,,,,,,,,,,,
1444,dig,1,,,,,,,,,,,,
1445,layer,1,,,,,,,,,,,,
1446,sorry,1,,,,,,,,,,,,
1447,kinds,1,,,,,,,,,,,,
1448,steak,1,,,,,,,,,,,,
1449,bomb,1,,,,,,,,,,,,
1450,baklava,1,,,,,,,,,,,,
1451,pistacios,1,,,,,,,,,,,,
1452,skeptical,1,,,,,,,,,,,,
1453,wellits,1,,,,,,,,,,,,
1454,exceeded,1,,,,,,,,,,,,
1455,expectations,1,,,,,,,,,,,,
1456,compared,1,,,,,,,,,,,,
1457,cities,1,,,,,,,,,,,,
1458,recommendations,1,,,,,,,,,,,,
1459,omlet,1,,,,,,,,,,,,
1460,scallion,1,,,,,,,,,,,,
1461,winfrey,1,,,,,,,,,,,,
1462,meme,1,,,,,,,,,,,,
1463,thrown,1,,,,,,,,,,,,
1464,agape,1,,,,,,,,,,,,
1465,arms,1,,,,,,,,,,,,
1466,open,1,,,,,,,,,,,,
1467,wide,1,,,,,,,,,,,,
1468,shes,1,,,,,,,,,,,,
1469,screaming,1,,,,,,,,,,,,
1470,except,1,,,,,,,,,,,,
1471,excited,1,,,,,,,,,,,,
1472,basically,1,,,,,,,,,,,,
1473,moving,1,,,,,,,,,,,,
1474,square,1,,,,,,,,,,,,
1475,pieces,1,,,,,,,,,,,,
1476,thin,1,,,,,,,,,,,,
1477,redolent,1,,,,,,,,,,,,
1478,oregano,1,,,,,,,,,,,,
1479,chewy,1,,,,,,,,,,,,
1480,sangria,1,,,,,,,,,,,,
1481,rotating,1,,,,,,,,,,,,
1482,craft,1,,,,,,,,,,,,
1483,calzones,1,,,,,,,,,,,,
1484,cutest,1,,,,,,,,,,,,
1485,friendliest,1,,,,,,,,,,,,
1486,boise,1,,,,,,,,,,,,
1487,currysimply,1,,,,,,,,,,,,
1488,spicy,1,,,,,,,,,,,,
1489,interior,1,,,,,,,,,,,,
1490,casual,1,,,,,,,,,,,,
1491,booths,1,,,,,,,,,,,,
1492,hanging,1,,,,,,,,,,,,
1493,enjoying,1,,,,,,,,,,,,
1494,fooddrinks,1,,,,,,,,,,,,
1495,section,1,,,,,,,,,,,,
1496,asian,1,,,,,,,,,,,,
1497,american,1,,,,,,,,,,,,
1498,mostly,1,,,,,,,,,,,,
1499,vietnamese,1,,,,,,,,,,,,
1500,eg,1,,,,,,,,,,,,
1501,bulgogi,1,,,,,,,,,,,,
1502,personable,1,,,,,,,,,,,,
1503,card,1,,,,,,,,,,,,
1504,stamped,1,,,,,,,,,,,,
1505,receive,1,,,,,,,,,,,,
1506,tenth,1,,,,,,,,,,,,
1507,incentive,1,,,,,,,,,,,,
1508,elegant,1,,,,,,,,,,,,
1509,entrees,1,,,,,,,,,,,,
1510,cheesecake,1,,,,,,,,,,,,
1511,sampling,1,,,,,,,,,,,,
1512,website,1,,,,,,,,,,,,
1513,faqs,1,,,,,,,,,,,,
1514,wearing,1,,,,,,,,,,,,
1515,flip,1,,,,,,,,,,,,
1516,flops,1,,,,,,,,,,,,
1517,tours,1,,,,,,,,,,,,
1518,vs,1,,,,,,,,,,,,
1519,insisted,1,,,,,,,,,,,,
1520,closed,1,,,,,,,,,,,,
1521,toe,1,,,,,,,,,,,,
1522,shoe,1,,,,,,,,,,,,
1523,policy,1,,,,,,,,,,,,
1524,productionbrewing,1,,,,,,,,,,,,
1525,saturdays,1,,,,,,,,,,,,
1526,quiet,1,,,,,,,,,,,,
1527,empty,1,,,,,,,,,,,,
1528,main,1,,,,,,,,,,,,
1529,waitinglobby,1,,,,,,,,,,,,
1530,12p,1,,,,,,,,,,,,
1531,split,1,,,,,,,,,,,,
1532,lasted,1,,,,,,,,,,,,
1533,40,1,,,,,,,,,,,,
1534,starting,1,,,,,,,,,,,,
1535,ten,1,,,,,,,,,,,,
1536,video,1,,,,,,,,,,,,
1537,rise,1,,,,,,,,,,,,
1538,present,1,,,,,,,,,,,,
1539,takes,1,,,,,,,,,,,,
1540,kettle,1,,,,,,,,,,,,
1541,lab,1,,,,,,,,,,,,
1542,holding,1,,,,,,,,,,,,
1543,tanks,1,,,,,,,,,,,,
1544,brewing,1,,,,,,,,,,,,
1545,process,1,,,,,,,,,,,,
1546,loop,1,,,,,,,,,,,,
1547,lobby,1,,,,,,,,,,,,
1548,galore,1,,,,,,,,,,,,
1549,tips,1,,,,,,,,,,,,
1550,encouraged,1,,,,,,,,,,,,
1551,tan,1,,,,,,,,,,,,
1552,sadly,1,,,,,,,,,,,,
1553,lord,1,,,,,,,,,,,,
1554,chesterfield,1,,,,,,,,,,,,
1555,fl,1,,,,,,,,,,,,
1556,revisitng,1,,,,,,,,,,,,
1557,parents,1,,,,,,,,,,,,
1558,total,1,,,,,,,,,,,,
1559,bill,1,,,,,,,,,,,,
1560,28,1,,,,,,,,,,,,
1561,radius,1,,,,,,,,,,,,
1562,missing,1,,,,,,,,,,,,
1563,poppyseed,1,,,,,,,,,,,,
1564,bun,1,,,,,,,,,,,,
1565,attempt,1,,,,,,,,,,,,
1566,sonic,1,,,,,,,,,,,,
1567,yuck,1,,,,,,,,,,,,
1568,supergyro,1,,,,,,,,,,,,
1569,100,1,,,,,,,,,,,,
1570,neon,1,,,,,,,,,,,,
1571,relish,1,,,,,,,,,,,,
1572,dill,1,,,,,,,,,,,,
1573,pickle,1,,,,,,,,,,,,
1574,recall,1,,,,,,,,,,,,
1575,memorial,1,,,,,,,,,,,,
1576,resturant,1,,,,,,,,,,,,
1577,decision,1,,,,,,,,,,,,
1578,giggled,1,,,,,,,,,,,,
1579,confused,1,,,,,,,,,,,,
1580,devs,1,,,,,,,,,,,,
1581,named,1,,,,,,,,,,,,
1582,calling,1,,,,,,,,,,,,
1583,funny,1,,,,,,,,,,,,
1584,call,1,,,,,,,,,,,,
1585,devil,1,,,,,,,,,,,,
1586,dev,1,,,,,,,,,,,,
1587,aquire,1,,,,,,,,,,,,
1588,nickname,1,,,,,,,,,,,,
1589,thorough,1,,,,,,,,,,,,
1590,medium,1,,,,,,,,,,,,
1591,fires,1,,,,,,,,,,,,
1592,watering,1,,,,,,,,,,,,
1593,standard,1,,,,,,,,,,,,
1594,foundation,1,,,,,,,,,,,,
1595,mozzarella,1,,,,,,,,,,,,
1596,basil,1,,,,,,,,,,,,
1597,portobello,1,,,,,,,,,,,,
1598,lover,1,,,,,,,,,,,,
1599,penny,1,,,,,,,,,,,,
1600,question,1,,,,,,,,,,,,
1601,decent,1,,,,,,,,,,,,
1602,tonight,1,,,,,,,,,,,,
1603,moderately,1,,,,,,,,,,,,
1604,health,1,,,,,,,,,,,,
1605,conscious,1,,,,,,,,,,,,
1606,figuring,1,,,,,,,,,,,,
1607,realized,1,,,,,,,,,,,,
1608,round,1,,,,,,,,,,,,
1609,excursion,1,,,,,,,,,,,,
1610,defeated,1,,,,,,,,,,,,
1611,search,1,,,,,,,,,,,,
1612,elsewhere,1,,,,,,,,,,,,
1613,mind,1,,,,,,,,,,,,
1614,submit,1,,,,,,,,,,,,
1615,hiked,1,,,,,,,,,,,,
1616,grabbed,1,,,,,,,,,,,,
1617,continued,1,,,,,,,,,,,,
1618,task,1,,,,,,,,,,,,
1619,fit,1,,,,,,,,,,,,
1620,diet,1,,,,,,,,,,,,
1621,TRUE,1,,,,,,,,,,,,
1622,thank,1,,,,,,,,,,,,
1623,dave,1,,,,,,,,,,,,
1624,whipped,1,,,,,,,,,,,,
1625,hit,1,,,,,,,,,,,,
1626,daves,1,,,,,,,,,,,,
1627,creation,1,,,,,,,,,,,,
1628,threw,1,,,,,,,,,,,,
1629,grilled,1,,,,,,,,,,,,
1630,jalapeos,1,,,,,,,,,,,,
1631,desperately,1,,,,,,,,,,,,
1632,carts,1,,,,,,,,,,,,
1633,yeah,1,,,,,,,,,,,,
1634,thinking,1,,,,,,,,,,,,
1635,bother,1,,,,,,,,,,,,
1636,writing,1,,,,,,,,,,,,
1637,winner,1,,,,,,,,,,,,
1638,stations,1,,,,,,,,,,,,
1639,concord,1,,,,,,,,,,,,
1640,pike,1,,,,,,,,,,,,
1641,fell,1,,,,,,,,,,,,
1642,30,1,,,,,,,,,,,,
1643,per,1,,,,,,,,,,,,
1644,gallon,1,,,,,,,,,,,,
1645,compete,1,,,,,,,,,,,,
1646,couldve,1,,,,,,,,,,,,
1647,followed,1,,,,,,,,,,,,
1648,pricing,1,,,,,,,,,,,,
1649,lowered,1,,,,,,,,,,,,
1650,keeping,1,,,,,,,,,,,,
1651,bulk,1,,,,,,,,,,,,
1652,profit,1,,,,,,,,,,,,
1653,theyll,1,,,,,,,,,,,,
1654,secondly,1,,,,,,,,,,,,
1655,automatic,1,,,,,,,,,,,,
1656,startstop,1,,,,,,,,,,,,
1657,digital,1,,,,,,,,,,,,
1658,air,1,,,,,,,,,,,,
1659,pump,1,,,,,,,,,,,,
1660,bjs,1,,,,,,,,,,,,
1661,wholesale,1,,,,,,,,,,,,
1662,sheetz,1,,,,,,,,,,,,
1663,snap,1,,,,,,,,,,,,
1664,tire,1,,,,,,,,,,,,
1665,pressure,1,,,,,,,,,,,,
1666,internal,1,,,,,,,,,,,,
1667,layout,1,,,,,,,,,,,,
1668,newark,1,,,,,,,,,,,,
1669,noncigarette,1,,,,,,,,,,,,
1670,lines,1,,,,,,,,,,,,
1671,speed,1,,,,,,,,,,,,
1672,periods,1,,,,,,,,,,,,
1673,although,1,,,,,,,,,,,,
1674,stellar,1,,,,,,,,,,,,
1675,johnny,1,,,,,,,,,,,,
1676,rockets,1,,,,,,,,,,,,
1677,casino,1,,,,,,,,,,,,
1678,lyndel,1,,,,,,,,,,,,
1679,needy,1,,,,,,,,,,,,
1680,request,1,,,,,,,,,,,,
1681,couldnt,1,,,,,,,,,,,,
1682,generous,1,,,,,,,,,,,,
1683,espresso,1,,,,,,,,,,,,
1684,mess,1,,,,,,,,,,,,
1685,system,1,,,,,,,,,,,,
1686,guy,1,,,,,,,,,,,,
1687,making,1,,,,,,,,,,,,
1688,charging,1,,,,,,,,,,,,
1689,brownies,1,,,,,,,,,,,,
1690,apologetic,1,,,,,,,,,,,,
1691,delivery,1,,,,,,,,,,,,
1692,rivers,1,,,,,,,,,,,,
1693,edge,1,,,,,,,,,,,,
1694,apartments,1,,,,,,,,,,,,
1695,boutique,1,,,,,,,,,,,,
1696,taqueria,1,,,,,,,,,,,,
1697,nominated,1,,,,,,,,,,,,
1698,james,1,,,,,,,,,,,,
1699,beard,1,,,,,,,,,,,,
1700,award,1,,,,,,,,,,,,
1701,diverse,1,,,,,,,,,,,,
1702,indoor,1,,,,,,,,,,,,
1703,setting,1,,,,,,,,,,,,
1704,double,1,,,,,,,,,,,,
1705,doors,1,,,,,,,,,,,,
1706,allow,1,,,,,,,,,,,,
1707,access,1,,,,,,,,,,,,
1708,corner,1,,,,,,,,,,,,
1709,personally,1,,,,,,,,,,,,
1710,appetizers,1,,,,,,,,,,,,
1711,option,1,,,,,,,,,,,,
1712,vegetarians,1,,,,,,,,,,,,
1713,eaters,1,,,,,,,,,,,,
1714,short,1,,,,,,,,,,,,
1715,rib,1,,,,,,,,,,,,
1716,unique,1,,,,,,,,,,,,
1717,soon,1,,,,,,,,,,,,
1718,tokyo,1,,,,,,,,,,,,
1719,market,1,,,,,,,,,,,,
1720,tank,1,,,,,,,,,,,,
1721,pot,1,,,,,,,,,,,,
1722,plate,1,,,,,,,,,,,,
1723,ambiance,1,,,,,,,,,,,,
1724,reason,1,,,,,,,,,,,,
1725,oceanharbor,1,,,,,,,,,,,,
1726,appetite,1,,,,,,,,,,,,
1727,buds,1,,,,,,,,,,,,
1728,peer,1,,,,,,,,,,,,
1729,freeup,1,,,,,,,,,,,,
1730,lovely,1,,,,,,,,,,,,
1731,amazed,1,,,,,,,,,,,,
1732,gooey,1,,,,,,,,,,,,
1733,german,1,,,,,,,,,,,,
1734,simply,1,,,,,,,,,,,,
1735,obviously,1,,,,,,,,,,,,
1736,1958,1,,,,,,,,,,,,
1737,soft,1,,,,,,,,,,,,
1738,scooped,1,,,,,,,,,,,,
1739,cones,1,,,,,,,,,,,,
1740,boats,1,,,,,,,,,,,,
1741,floats,1,,,,,,,,,,,,
1742,sundaes,1,,,,,,,,,,,,
1743,recently,1,,,,,,,,,,,,
1744,didntbeer,1,,,,,,,,,,,,
1745,seeing,1,,,,,,,,,,,,
1746,clydesdales,1,,,,,,,,,,,,
1747,ends,1,,,,,,,,,,,,
1748,outs,1,,,,,,,,,,,,
1749,master,1,,,,,,,,,,,,
1750,budweiser,1,,,,,,,,,,,,
1751,cranberry,1,,,,,,,,,,,,
1752,orange,1,,,,,,,,,,,,
1753,caffe,1,,,,,,,,,,,,
1754,ambience,1,,,,,,,,,,,,
1755,offerings,1,,,,,,,,,,,,
1756,112,1,,,,,,,,,,,,
1757,real,1,,,,,,,,,,,,
1758,grinder,1,,,,,,,,,,,,
1759,southwesterner,1,,,,,,,,,,,,
1760,single,1,,,,,,,,,,,,
1761,bud,1,,,,,,,,,,,,
1762,pricey,1,,,,,,,,,,,,
1763,afford,1,,,,,,,,,,,,
1764,steaks,1,,,,,,,,,,,,
1765,price,1,,,,,,,,,,,,
1766,45,1,,,,,,,,,,,,
1767,condo,1,,,,,,,,,,,,
1768,slidersdonutsunique,1,,,,,,,,,,,,
1769,sooooooo,1,,,,,,,,,,,,
1770,due,1,,,,,,,,,,,,
1771,springs,1,,,,,,,,,,,,
1772,version,1,,,,,,,,,,,,
1773,twelve,1,,,,,,,,,,,,
1774,hipster,1,,,,,,,,,,,,
1775,gourmet,1,,,,,,,,,,,,
1776,certainly,1,,,,,,,,,,,,
1777,trendy,1,,,,,,,,,,,,
1778,delivering,1,,,,,,,,,,,,
1779,awesomely,1,,,,,,,,,,,,
1780,messy,1,,,,,,,,,,,,
1781,fixings,1,,,,,,,,,,,,
1782,truly,1,,,,,,,,,,,,
1783,outstanding,1,,,,,,,,,,,,
1784,finished,1,,,,,,,,,,,,
1785,paresan,1,,,,,,,,,,,,
1786,metaphorical,1,,,,,,,,,,,,
1787,cherryontop,1,,,,,,,,,,,,
1788,milkshake,1,,,,,,,,,,,,
1789,shake,1,,,,,,,,,,,,
1790,creamy,1,,,,,,,,,,,,
1791,overchocolatey,1,,,,,,,,,,,,
1792,upscale,1,,,,,,,,,,,,
1793,burgerfriesshake,1,,,,,,,,,,,,
1794,trinity,1,,,,,,,,,,,,
1795,aside,1,,,,,,,,,,,,
1796,occasional,1,,,,,,,,,,,,
1797,crowds,1,,,,,,,,,,,,
1798,thankfully,1,,,,,,,,,,,,
1799,buddy,1,,,,,,,,,,,,
1800,expanding,1,,,,,,,,,,,,
1801,move,1,,,,,,,,,,,,
1802,hope,1,,,,,,,,,,,,
1803,relieve,1,,,,,,,,,,,,
1804,terrible,1,,,,,,,,,,,,
1805,issues,1,,,,,,,,,,,,
1806,musttry,1,,,,,,,,,,,,
1807,baristas,1,,,,,,,,,,,,
1808,knowledgable,1,,,,,,,,,,,,
1809,solidly,1,,,,,,,,,,,,
1810,roasted,1,,,,,,,,,,,,
1811,planet,1,,,,,,,,,,,,
1812,certificate,1,,,,,,,,,,,,
1813,month,1,,,,,,,,,,,,
1814,crave,1,,,,,,,,,,,,
1815,hubby,1,,,,,,,,,,,,
1816,dipped,1,,,,,,,,,,,,
1817,original,1,,,,,,,,,,,,
1818,grandma,1,,,,,,,,,,,,
1819,used,1,,,,,,,,,,,,
1820,minus,1,,,,,,,,,,,,
1821,malibu,1,,,,,,,,,,,,
1822,liquor,1,,,,,,,,,,,,
1823,crunchy,1,,,,,,,,,,,,
1824,anise,1,,,,,,,,,,,,
1825,says,1,,,,,,,,,,,,
1826,ratio,1,,,,,,,,,,,,
1827,cows,1,,,,,,,,,,,,
1828,hormones,1,,,,,,,,,,,,
1829,antibiotics,1,,,,,,,,,,,,
1830,cash,1,,,,,,,,,,,,
1831,atm,1,,,,,,,,,,,,
1832,nola,1,,,,,,,,,,,,
1833,turkey,1,,,,,,,,,,,,
1834,meatballs,1,,,,,,,,,,,,
1835,spaghetti,1,,,,,,,,,,,,
1836,northern,1,,,,,,,,,,,,
1837,liberties,1,,,,,,,,,,,,
1838,proclaimed,1,,,,,,,,,,,,
1839,expert,1,,,,,,,,,,,,
1840,lifethis,1,,,,,,,,,,,,
1841,deserves,1,,,,,,,,,,,,
1842,5,1,,,,,,,,,,,,
1843,outrageous,1,,,,,,,,,,,,
1844,birthday,1,,,,,,,,,,,,
1845,chose,1,,,,,,,,,,,,
1846,buttercream,1,,,,,,,,,,,,
1847,icing,1,,,,,,,,,,,,
1848,words,1,,,,,,,,,,,,
1849,12,1,,,,,,,,,,,,
1850,adults,1,,,,,,,,,,,,
1851,shy,1,,,,,,,,,,,,
1852,calorie,1,,,,,,,,,,,,
1853,sweets,1,,,,,,,,,,,,
1854,accommodating,1,,,,,,,,,,,,
1855,advanced,1,,,,,,,,,,,,
1856,positives,1,,,,,,,,,,,,
1857,old,1,,,,,,,,,,,,
1858,saying,1,,,,,,,,,,,,
1859,pete,1,,,,,,,,,,,,
1860,nights,1,,,,,,,,,,,,
1861,weekday,1,,,,,,,,,,,,
1862,lovers,1,,,,,,,,,,,,
1863,chorizo,1,,,,,,,,,,,,
1864,junkies,1,,,,,,,,,,,,
1865,tacos,1,,,,,,,,,,,,
1866,chatham,1,,,,,,,,,,,,
1867,tap,1,,,,,,,,,,,,
1868,fairly,1,,,,,,,,,,,,
1869,sample,1,,,,,,,,,,,,
1870,soccer,1,,,,,,,,,,,,
1871,fans,1,,,,,,,,,,,,
1872,sports,1,,,,,,,,,,,,
1873,show,1,,,,,,,,,,,,
1874,whatever,1,,,,,,,,,,,,
1875,tv,1,,,,,,,,,,,,
1876,sinister,1,,,,,,,,,,,,
